timestamp,symbol,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,mid_price,label
1778818101526034000,BTCUSDT,-0.64871740,0.00001233,0.96719038,-0.00000177,0.17679311,0.00002087,0.00001558,0.00000000,0.00001239,0.50000000,81083.19500000,0
1778818101624487000,BTCUSDT,-0.64873755,0.00001233,0.96719038,-0.00000181,0.17678383,0.00002005,0.00001352,0.00000000,0.00001239,0.50000000,81083.19500000,0
1778818101725072000,BTCUSDT,-0.64873755,0.00001233,0.96719038,-0.00000182,0.17678383,0.00001926,0.00001173,0.00000000,0.00001239,0.50000000,81083.19500000,0
1778818101841860000,BTCUSDT,-0.98568940,0.00001233,0.96719038,-0.00000182,0.00736821,0.00001851,0.00001019,0.00000000,0.00000047,0.50000000,81083.19500000,0
1778818101927322000,BTCUSDT,-0.91813684,0.00001233,0.96719038,-0.00000180,0.03950580,0.00001778,0.00000884,0.00000000,0.00000279,0.50000000,81083.19500000,0
1778818102024953000,BTCUSDT,-0.91813135,0.00001233,0.96719038,-0.00000176,0.04215831,0.00001708,0.00000768,0.00000000,0.00000259,0.50000000,81083.19500000,0
1778818102124652000,BTCUSDT,-0.91813135,0.00001233,0.96719038,-0.00000172,0.04215831,0.00001641,0.00000667,0.00000000,0.00000259,0.50000000,81083.19500000,0
1778818102225581000,BTCUSDT,-0.91813135,0.00001233,0.96719038,-0.00000166,0.04215831,0.00001577,0.00000580,0.00000000,0.00000259,0.50000000,81083.19500000,0
1778818102324584000,BTCUSDT,-0.91802311,0.00001233,0.96719038,-0.00000160,0.05975367,0.00001515,0.00000504,0.00000000,0.00000127,0.50000000,81083.19500000,0
1778818102424859000,BTCUSDT,-0.44760558,0.00001233,0.96719038,-0.00000154,0.28424120,0.00001456,0.00000439,0.00000000,0.00002143,0.50000000,81083.19500000,0
1778818102524809000,BTCUSDT,-0.45375976,0.00001233,0.96719038,-0.00000147,0.28114450,0.00001399,0.00000382,0.00000000,0.00002145,0.50000000,81083.19500000,0
1778818102624866000,BTCUSDT,-0.45374444,0.00001233,0.96719038,-0.00000140,0.28116688,0.00001344,0.00000333,0.00000000,0.00002145,0.50000000,81083.19500000,0
1778818102724974000,BTCUSDT,-0.45532817,0.00001233,0.96719038,-0.00000133,0.27004728,0.00001291,0.00000290,0.00000000,0.00002232,0.50000000,81083.19500000,0
1778818102825589000,BTCUSDT,-0.45532817,0.00001233,0.96719038,-0.00000126,0.28321612,0.00001240,0.00000253,0.00000000,0.00002232,0.50000000,81083.19500000,0
1778818102924368000,BTCUSDT,-0.45526686,0.00001233,0.96719038,-0.00000120,0.28663665,0.00001192,0.00000221,0.00000000,0.00002040,0.50000000,81083.19500000,0
1778818103024420000,BTCUSDT,-0.45491973,0.00001233,0.96719038,-0.00000113,0.27278686,0.00001145,0.00000193,0.00000000,0.00002205,0.50000000,81083.19500000,0
1778818103124233000,BTCUSDT,-0.45472634,0.00001233,0.96719038,-0.00000106,0.27292019,0.00001100,0.00000169,0.00000000,0.00002205,0.50000000,81083.19500000,0
1778818103226051000,BTCUSDT,-0.45455503,0.00001233,0.96719038,-0.00000100,0.27179021,0.00001057,0.00000148,0.00000000,0.00002218,0.50000000,81083.19500000,0
1778818103324864000,BTCUSDT,-0.45458570,0.00001233,0.96719038,-0.00000094,0.27179021,0.00001016,0.00000130,0.00000000,0.00002218,0.50000000,81083.19500000,0
1778818103424172000,BTCUSDT,-0.45458570,0.00001233,0.96719038,-0.00000088,0.27179021,0.00000976,0.00000114,0.00000000,0.00002218,0.50000000,81083.19500000,0
1778818103525604000,BTCUSDT,-0.45488581,0.00001233,0.96719038,-0.00000083,0.27159280,0.00000938,0.00000101,0.00000000,0.00002232,0.50000000,81083.19500000,0
1778818103624462000,BTCUSDT,-0.46547365,0.00001233,0.96719038,-0.00000077,0.26635009,0.00000901,0.00000089,0.00000000,0.00002228,0.50000000,81083.19500000,0
1778818103723737000,BTCUSDT,-0.38715845,0.00001233,0.96719038,-0.00000072,0.30508953,0.00000865,0.00000079,0.00000000,0.00002536,0.50000000,81083.19500000,0
1778818103827148000,BTCUSDT,-0.38705510,0.00001233,0.96719038,-0.00000068,0.30514076,0.00000831,0.00000070,0.00000000,0.00002536,0.50000000,81083.19500000,0
1778818103924194000,BTCUSDT,-0.38705510,0.00001233,0.96719038,-0.00000063,0.30514076,0.00000799,0.00000062,0.00000000,0.00002536,0.50000000,81083.19500000,0
1778818104024476000,BTCUSDT,-0.38698274,0.00001233,0.96719038,-0.00000059,0.30519095,0.00000768,0.00000056,0.00000000,0.00002537,0.50000000,81083.19500000,0
1778818104124356000,BTCUSDT,-0.38698274,0.00001233,0.96719038,-0.00000055,0.30523193,0.00000737,0.00000050,0.00000000,0.00002521,0.50000000,81083.19500000,0
1778818104224717000,BTCUSDT,-0.38679406,0.00001233,0.96719038,-0.00000051,0.31198227,0.00000709,0.00000045,0.00000000,0.00002441,0.50000000,81083.19500000,0
1778818104324432000,BTCUSDT,-0.38049763,0.00001233,0.96719038,-0.00000048,0.31504279,0.00000681,0.00000040,0.00000000,0.00002478,0.50000000,81083.19500000,0
1778818104423633000,BTCUSDT,-0.38049763,0.00001233,0.96719038,-0.00000044,0.31504279,0.00000654,0.00000037,0.00000000,0.00002478,0.50000000,81083.19500000,0
1778818104523191000,BTCUSDT,-0.38049150,0.00001233,0.96719038,-0.00000041,0.31504580,0.00000628,0.00000033,0.00000000,0.00002478,0.50000000,81083.19500000,0
1778818104623765000,BTCUSDT,-0.38050583,0.00001233,0.96719038,-0.00000038,0.31505275,0.00000604,0.00000031,0.00000000,0.00002478,0.50000000,81083.19500000,0
1778818104724620000,BTCUSDT,-0.38050583,0.00001233,0.96719038,-0.00000036,0.31505275,0.00000580,0.00000028,0.00000000,0.00002478,0.50000000,81083.19500000,0
1778818104823845000,BTCUSDT,-0.38055089,0.00001233,0.96719038,-0.00000033,0.31501430,0.00000557,0.00000026,0.00000000,0.00002478,0.50000000,81083.19500000,0
1778818104924118000,BTCUSDT,-0.38051888,0.00001233,0.96719038,-0.00000031,0.31503853,0.00000535,0.00000024,0.00000000,0.00002478,0.50000000,81083.19500000,0
1778818105024397000,BTCUSDT,-0.39586034,0.00001233,0.96719038,-0.00000029,0.30022246,0.00000514,0.00000023,0.00000000,0.00002483,0.50000000,81083.19500000,0
1778818105124139000,BTCUSDT,-0.39583102,0.00001233,0.96719038,-0.00000027,0.30024844,0.00000494,0.00000021,0.00000000,0.00002483,0.50000000,81083.19500000,0
1778818105224621000,BTCUSDT,-0.39583102,0.00001233,0.96719038,-0.00000025,0.30024844,0.00000475,0.00000020,0.00000000,0.00002483,0.50000000,81083.19500000,0
1778818105324310000,BTCUSDT,-0.39583102,0.00001233,0.96719038,-0.00000023,0.30024844,0.00000456,0.00000019,0.00000000,0.00002483,0.50000000,81083.19500000,0
1778818105424062000,BTCUSDT,-0.39583737,0.00001233,0.96719038,-0.00000021,0.30024531,0.00000438,0.00000018,0.00000000,0.00002483,0.50000000,81083.19500000,0
1778818105524673000,BTCUSDT,-0.39652249,0.00001233,0.96719038,-0.00000020,0.29918379,0.00000421,0.00000017,0.00000000,0.00002479,0.50000000,81083.19500000,0
1778818105624899000,BTCUSDT,-0.39649314,0.00001233,0.96719038,-0.00000018,0.29919839,0.00000405,0.00000017,0.00000000,0.00002479,0.50000000,81083.19500000,0
1778818105725691000,BTCUSDT,-0.39649314,0.00001233,0.96719038,-0.00000017,0.29919839,0.00000389,0.00000016,0.00000000,0.00002479,0.50000000,81083.19500000,0
1778818105824634000,BTCUSDT,-0.39649314,0.00001233,0.96719038,-0.00000016,0.29919839,0.00000374,0.00000016,0.00000000,0.00002479,0.50000000,81083.19500000,0
1778818105923941000,BTCUSDT,-0.39648679,0.00001233,0.96719038,-0.00000015,0.30046973,0.00000359,0.00000015,0.00000000,0.00002464,0.50000000,81083.19500000,0
1778818106025220000,BTCUSDT,-0.39643404,0.00001233,0.96719038,-0.00000014,0.30050278,0.00000345,0.00000015,0.00000000,0.00002464,0.50000000,81083.19500000,0
1778818106125037000,BTCUSDT,-0.39667937,0.00001233,0.96719038,-0.00000013,0.30038124,0.00000331,0.00000014,0.00000000,0.00002462,0.50000000,81083.19500000,0
1778818106223971000,BTCUSDT,-0.39678425,0.00001233,0.96719038,-0.00000012,0.30033240,0.00000318,0.00000014,0.00000000,0.00002462,0.50000000,81083.19500000,0
1778818106324213000,BTCUSDT,-0.39678425,0.00001233,0.96719038,-0.00000011,0.30032513,0.00000306,0.00000014,0.00000000,0.00002462,0.50000000,81083.19500000,0
1778818106423714000,BTCUSDT,-0.39678425,0.00001233,0.96719038,-0.00000010,0.30032513,0.00000294,0.00000014,0.00000000,0.00002462,0.50000000,81083.19500000,0
1778818106524606000,BTCUSDT,-0.39678425,0.00001233,0.96719038,-0.00000009,0.30032513,0.00000282,0.00000014,0.00000000,0.00002462,0.50000000,81083.19500000,0
1778818106624641000,BTCUSDT,-0.39579889,0.00001233,0.96719038,-0.00000009,0.30081034,0.00000271,0.00000013,0.00000000,0.00002462,0.50000000,81083.19500000,0
1778818106724180000,BTCUSDT,-0.39579889,0.00001233,0.96719038,-0.00000008,0.30081034,0.00000261,0.00000013,0.00000000,0.00002462,0.50000000,81083.19500000,0
1778818106824347000,BTCUSDT,-0.39579889,0.00001233,0.96719038,-0.00000007,0.30081034,0.00000250,0.00000013,0.00000000,0.00002462,0.50000000,81083.19500000,0
1778818106923251000,BTCUSDT,-0.39579889,0.00001233,0.96719038,-0.00000007,0.30081034,0.00000241,0.00000013,0.00000000,0.00002462,0.50000000,81083.19500000,0
1778818107024022000,BTCUSDT,-0.39579889,0.00001233,0.96719038,-0.00000006,0.30081034,0.00000231,0.00000013,0.00000000,0.00002462,0.50000000,81083.19500000,0
1778818107123792000,BTCUSDT,-0.39579889,0.00001233,0.96719038,-0.00000006,0.30081034,0.00000222,0.00000013,0.00000000,0.00002462,0.50000000,81083.19500000,0
1778818107225136000,BTCUSDT,-0.38347811,0.00001233,0.96719038,-0.00000005,0.30691445,0.00000213,0.00000013,0.00000000,0.00002534,0.50000000,81083.19500000,0
1778818107323782000,BTCUSDT,-0.38347811,0.00001233,0.96719038,-0.00000005,0.30691445,0.00000205,0.00000013,0.00000000,0.00002534,0.50000000,81083.19500000,0
1778818107424434000,BTCUSDT,-0.38347811,0.00001233,0.96719038,-0.00000005,0.30691445,0.00000197,0.00000013,0.00000000,0.00002534,0.50000000,81083.19500000,0
1778818107524063000,BTCUSDT,-0.45595077,0.00001233,0.96719038,-0.00000004,0.27102259,0.00000189,0.00000013,0.00000000,0.00002122,0.50000000,81083.19500000,0
1778818107623912000,BTCUSDT,-0.45594224,0.00001233,0.96719038,-0.00000004,0.27102679,0.00000182,0.00000013,0.00000000,0.00002122,0.50000000,81083.19500000,0
1778818107723747000,BTCUSDT,-0.50528181,0.00001233,0.96719038,-0.00000004,0.24661486,0.00000175,0.00000013,0.00000000,0.00001865,0.50000000,81083.19500000,0
1778818107824951000,BTCUSDT,-0.50528181,0.00001233,0.96719038,-0.00000003,0.24515489,0.00000168,0.00000013,0.00000000,0.00001879,0.50000000,81083.19500000,0
1778818107923818000,BTCUSDT,-0.50528747,0.00001233,0.96719038,-0.00000003,0.24513516,0.00000161,0.00000012,0.00000000,0.00001880,0.50000000,81083.19500000,0
1778818108024307000,BTCUSDT,-0.50515091,0.00001233,0.96719038,-0.00000003,0.24520214,0.00000155,0.00000012,0.00000000,0.00001880,0.50000000,81083.19500000,0
1778818108124640000,BTCUSDT,-0.64748591,0.00001233,0.96719038,-0.00000003,0.17573628,0.00000149,0.00000012,0.00000000,0.00001223,0.50000000,81083.19500000,0
1778818108224644000,BTCUSDT,-0.64746541,0.00001233,0.96719038,-0.00000003,0.17573193,0.00000143,0.00000012,0.00000000,0.00001223,0.50000000,81083.19500000,0
1778818108325522000,BTCUSDT,-0.87492234,0.00001233,0.96719038,-0.00000002,0.05991795,0.00000137,0.00000012,0.00000000,0.00000382,0.50000000,81083.19500000,0
1778818108429466000,BTCUSDT,-0.87522495,0.00001233,0.96719038,-0.00000002,0.05977158,0.00000132,0.00000012,0.00000000,0.00000381,0.50000000,81083.19500000,0
1778818108525543000,BTCUSDT,-0.87512273,0.00001233,0.96719038,-0.00000002,0.05981717,0.00000127,0.00000012,0.00000000,0.00000381,0.50000000,81083.19500000,0
1778818108624096000,BTCUSDT,-0.87554705,0.00001233,0.96719038,-0.00000002,0.05961422,0.00000122,0.00000012,0.00000000,0.00000380,0.50000000,81083.19500000,0
1778818108724580000,BTCUSDT,-0.80537397,0.00001233,0.96719038,-0.00000002,0.09322567,0.00000117,0.00000012,0.00000000,0.00000616,0.50000000,81083.19500000,0
1778818108825361000,BTCUSDT,-0.80488628,0.00001233,0.96719038,-0.00000002,0.09358913,0.00000112,0.00000012,0.00000000,0.00000618,0.50000000,81083.19500000,0
1778818108924079000,BTCUSDT,-0.69062251,0.00001233,0.96719038,-0.00000001,0.14864857,0.00000108,0.00000012,0.00000000,0.00001046,0.50000000,81083.19500000,0
1778818109024740000,BTCUSDT,-0.80493551,0.00001233,0.96719038,-0.00000001,0.09357732,0.00000104,0.00000012,0.00000000,0.00000618,0.50000000,81083.19500000,0
1778818109126234000,BTCUSDT,-0.80498469,0.00001233,0.96719038,-0.00000001,0.09358576,0.00000100,0.00000012,0.00000000,0.00000617,0.50000000,81083.19500000,0
1778818109223924000,BTCUSDT,-0.80494899,0.00001233,0.96719038,-0.00000001,0.09360214,0.00000096,0.00000012,0.00000000,0.00000617,0.50000000,81083.19500000,0
1778818109325292000,BTCUSDT,-0.80478382,0.00001233,0.96719038,-0.00000001,0.09368149,0.00000092,0.00000012,0.00000000,0.00000618,0.50000000,81083.19500000,0
1778818109423433000,BTCUSDT,-0.80468547,0.00001233,0.96719038,-0.00000001,0.09374057,0.00000088,0.00000012,0.00000000,0.00000618,0.50000000,81083.19500000,0
1778818109524089000,BTCUSDT,-0.80468547,0.00001233,0.96719038,-0.00000001,0.09374057,0.00000085,0.00000012,0.00000000,0.00000618,0.50000000,81083.19500000,0
1778818109624992000,BTCUSDT,-0.80471003,0.00001233,0.96719038,-0.00000001,0.09372876,0.00000082,0.00000012,0.00000000,0.00000618,0.50000000,81083.19500000,0
1778818109726636000,BTCUSDT,-0.80557179,0.00001233,0.96719038,-0.00000001,0.09330897,0.00000078,0.00000012,0.00000000,0.00000617,0.50000000,81083.19500000,0
1778818109829023000,BTCUSDT,-0.80536342,0.00001233,0.96719038,-0.00000001,0.09338050,0.00000075,0.00000012,0.00000000,0.00000617,0.50000000,81083.19500000,0
1778818109924586000,BTCUSDT,-0.80536342,0.00001233,0.96719038,-0.00000001,0.09338050,0.00000072,0.00000012,0.00000000,0.00000617,0.50000000,81083.19500000,0
1778818110024266000,BTCUSDT,-0.80536342,0.00001233,0.96719038,-0.00000001,0.09339400,0.00000070,0.00000012,0.00000000,0.00000617,0.50000000,81083.19500000,0
1778818110125278000,BTCUSDT,-0.80630505,0.00001233,0.96719038,-0.00000001,0.09294159,0.00000067,0.00000012,0.00000000,0.00000613,0.50000000,81083.19500000,0
1778818110224839000,BTCUSDT,-0.80590445,0.00001233,0.96719038,-0.00000001,0.09312944,0.00000064,0.00000012,0.00000000,0.00000615,0.50000000,81083.19500000,0
1778818110324658000,BTCUSDT,-0.80577797,0.00001233,0.96719038,-0.00000001,0.09318296,0.00000062,0.00000012,0.00000000,0.00000615,0.50000000,81083.19500000,0
1778818110424123000,BTCUSDT,-0.80578703,0.00001233,0.96719038,-0.00000000,0.09317879,0.00000059,0.00000012,0.00000000,0.00000615,0.50000000,81083.19500000,0
1778818110524015000,BTCUSDT,-0.80466211,0.00001233,0.96719038,-0.00000000,0.09371921,0.00000057,0.00000012,0.00000000,0.00000618,0.50000000,81083.19500000,0
1778818110624545000,BTCUSDT,-0.80463749,0.00001233,0.96719038,-0.00000000,0.09373103,0.00000055,0.00000012,0.00000000,0.00000619,0.50000000,81083.19500000,0
1778818110724382000,BTCUSDT,-0.80461293,0.00001233,0.96719038,-0.00000000,0.09375466,0.00000053,0.00000012,0.00000000,0.00000619,0.50000000,81083.19500000,0
1778818110825859000,BTCUSDT,-0.80461293,0.00001233,0.96719038,-0.00000000,0.09375466,0.00000051,0.00000012,0.00000000,0.00000619,0.50000000,81083.19500000,0
1778818110924153000,BTCUSDT,-0.80573779,0.00001233,0.96719038,-0.00000000,0.09321427,0.00000049,0.00000012,0.00000000,0.00000615,0.50000000,81083.19500000,0
1778818111025334000,BTCUSDT,-0.80569124,0.00001233,0.96719038,-0.00000000,0.09323564,0.00000047,0.00000012,0.00000000,0.00000615,0.50000000,81083.19500000,0
1778818111124382000,BTCUSDT,-0.80569124,0.00001233,0.96719038,-0.00000000,0.09323564,0.00000045,0.00000012,0.00000000,0.00000615,0.50000000,81083.19500000,0
1778818111224844000,BTCUSDT,-0.80569124,0.00001233,0.96719038,-0.00000000,0.09323564,0.00000043,0.00000012,0.00000000,0.00000615,0.50000000,81083.19500000,0
1778818111324240000,BTCUSDT,-0.80569124,0.00001233,0.96719038,-0.00000000,0.09323564,0.00000041,0.00000012,0.00000000,0.00000615,0.50000000,81083.19500000,0
1778818111425027000,BTCUSDT,-0.80566663,0.00001233,0.96719038,-0.00000000,0.09324747,0.00000040,0.00000012,0.00000000,0.00000615,0.50000000,81083.19500000,0
1778818111524178000,BTCUSDT,-0.80561548,0.00001233,0.96719038,-0.00000000,0.09327041,0.00000038,0.00000012,0.00000000,0.00000615,0.50000000,81083.19500000,0
1778818111624322000,BTCUSDT,-0.80561548,0.00001233,0.96719038,-0.00000000,0.09327041,0.00000037,0.00000012,0.00000000,0.00000615,0.50000000,81083.19500000,0
1778818111727275000,BTCUSDT,-0.80448997,0.00001233,0.96719038,-0.00000000,0.09381109,0.00000035,0.00000012,0.00000000,0.00000619,0.50000000,81083.19500000,0
1778818111824103000,BTCUSDT,-0.80578095,0.00001233,0.96719038,-0.00000000,0.09319095,0.00000034,0.00000012,0.00000000,0.00000614,0.50000000,81083.19500000,0
1778818111924479000,BTCUSDT,-0.80594003,0.00001233,0.96719038,-0.00000000,0.09311949,0.00000033,0.00000012,0.00000000,0.00000614,0.50000000,81083.19500000,0
1778818112040514000,BTCUSDT,-0.80633301,0.00001233,0.96719038,-0.00000000,0.09293760,0.00000031,0.00000012,0.00000000,0.00000613,0.50000000,81083.19500000,0
1778818112140468000,BTCUSDT,-0.80633301,0.00001233,0.96719038,-0.00000000,0.09293760,0.00000030,0.00000012,0.00000000,0.00000613,0.50000000,81083.19500000,0
1778818112224135000,BTCUSDT,-0.87640935,0.00001233,0.96719038,-0.00000000,0.05932886,0.00000029,0.00000012,0.00000000,0.00000376,0.50000000,81083.19500000,0
1778818112325038000,BTCUSDT,-0.87640935,0.00001233,0.96719038,-0.00000000,0.05932886,0.00000028,0.00000012,0.00000000,0.00000376,0.50000000,81083.19500000,0
1778818112423844000,BTCUSDT,-0.87640935,0.00001233,0.96719038,-0.00000000,0.05930160,0.00000027,0.00000012,0.00000000,0.00000377,0.50000000,81083.19500000,0
1778818112524048000,BTCUSDT,-0.79893363,0.00001233,0.96719038,-0.00000000,0.09646779,0.00000026,0.00000012,0.00000000,0.00000639,0.50000000,81083.19500000,0
1778818112625226000,BTCUSDT,-0.79893363,0.00001233,0.96719038,-0.00000000,0.09646779,0.00000025,0.00000012,0.00000000,0.00000639,0.50000000,81083.19500000,0
1778818112724557000,BTCUSDT,-0.79893363,0.00001233,0.96719038,-0.00000000,0.09645604,0.00000024,0.00000012,0.00000000,0.00000639,0.50000000,81083.19500000,0
1778818112826440000,BTCUSDT,-0.79893363,0.00001233,0.96719038,-0.00000000,0.09645604,0.00000023,0.00000012,0.00000000,0.00000639,0.50000000,81083.19500000,0
1778818112929354000,BTCUSDT,-0.79891533,0.00001233,0.96719038,-0.00000000,0.09646446,0.00000022,0.00000012,0.00000000,0.00000639,0.50000000,81083.19500000,0
1778818113403393000,BTCUSDT,-0.79936457,0.00001233,0.96719038,-0.00000000,0.09627467,0.00000021,0.00000012,0.00000000,0.00000638,0.50000000,81083.19500000,0
1778818113403697000,BTCUSDT,-0.79936457,0.00001233,0.96719038,-0.00000000,0.09627467,0.00000020,0.00000012,0.00000000,0.00000638,0.50000000,81083.19500000,0
1778818113403909000,BTCUSDT,-0.79912376,0.00001233,0.96719038,-0.00000000,0.09639040,0.00000019,0.00000012,0.00000000,0.00000638,0.50000000,81083.19500000,0
1778818113404234000,BTCUSDT,-0.79979396,0.00001233,0.96719038,-0.00000000,0.09606831,0.00000019,0.00000012,0.00000000,0.00000636,0.50000000,81083.19500000,0
1778818113424649000,BTCUSDT,-0.79979396,0.00001233,0.96719038,-0.00000000,0.09606831,0.00000018,0.00000012,0.00000000,0.00000636,0.50000000,81083.19500000,0
1778818113524860000,BTCUSDT,-0.79957348,0.00001233,0.96719038,-0.00000000,0.09616328,0.00000017,0.00000012,0.00000000,0.00000636,0.50000000,81083.19500000,0
1778818113624413000,BTCUSDT,-0.79816943,0.00001233,0.96719038,-0.00000000,0.09684470,0.00000016,0.00000012,0.00000000,0.00000641,0.50000000,81083.19500000,0
1778818113724169000,BTCUSDT,-0.79816943,0.00001233,0.96719038,-0.00000000,0.09684470,0.00000016,0.00000012,0.00000000,0.00000641,0.50000000,81083.19500000,0
1778818113824046000,BTCUSDT,-0.79923522,0.00001233,0.96719038,-0.00000000,0.09635723,0.00000015,0.00000012,0.00000000,0.00000637,0.50000000,81083.19500000,0
1778818113925308000,BTCUSDT,-0.79923522,0.00001233,0.96719038,-0.00000000,0.09635723,0.00000015,0.00000012,0.00000000,0.00000637,0.50000000,81083.19500000,0
1778818114025960000,BTCUSDT,-0.79921079,0.00001233,0.96719038,-0.00000000,0.09638073,0.00000014,0.00000012,0.00000000,0.00000637,0.50000000,81083.19500000,0
1778818114124774000,BTCUSDT,-0.79921079,0.00001233,0.96719038,-0.00000000,0.09638073,0.00000013,0.00000012,0.00000000,0.00000637,0.50000000,81083.19500000,0
1778818114224535000,BTCUSDT,-0.79921079,0.00001233,0.96719038,-0.00000000,0.09638073,0.00000013,0.00000012,0.00000000,0.00000637,0.50000000,81083.19500000,0
1778818114324578000,BTCUSDT,-0.79921079,0.00001233,0.96719038,-0.00000000,0.09638073,0.00000012,0.00000012,0.00000000,0.00000637,0.50000000,81083.19500000,0
1778818114423985000,BTCUSDT,-0.79918635,0.00001233,0.96719038,-0.00000000,0.09639248,0.00000012,0.00000012,0.00000000,0.00000637,0.50000000,81083.19500000,0
1778818114524567000,BTCUSDT,-0.79939640,0.00001233,0.96719038,-0.00000000,0.09627808,0.00000012,0.00000012,0.00000000,0.00000637,0.50000000,81083.19500000,0
1778818114625338000,BTCUSDT,-0.79724896,0.00001233,0.96719038,-0.00000000,0.09728661,0.00000011,0.00000012,0.00000000,0.00000645,0.50000000,81083.19500000,0
1778818114725557000,BTCUSDT,-0.79724896,0.00001233,0.96719038,-0.00000000,0.09728661,0.00000011,0.00000012,0.00000000,0.00000645,0.50000000,81083.19500000,0
1778818114825032000,BTCUSDT,-0.79724896,0.00001233,0.96719038,-0.00000000,0.09728661,0.00000010,0.00000012,0.00000000,0.00000645,0.50000000,81083.19500000,0
1778818114927349000,BTCUSDT,-0.79724896,0.00001233,0.96719038,-0.00000000,0.09728661,0.00000010,0.00000012,0.00000000,0.00000645,0.50000000,81083.19500000,0
1778818115025576000,BTCUSDT,-0.79724896,0.00001233,0.96719038,-0.00000000,0.09716611,0.00000009,0.00000012,0.00000000,0.00000645,0.50000000,81083.19500000,0
1778818115124040000,BTCUSDT,-0.79724896,0.00001233,0.96719038,-0.00000000,0.09716611,0.00000009,0.00000012,0.00000000,0.00000645,0.50000000,81083.19500000,0
1778818115224577000,BTCUSDT,-0.79724228,0.00001233,0.96719038,-0.00000000,0.09716917,0.00000009,0.00000012,0.00000000,0.00000645,0.50000000,81083.19500000,0
1778818115324256000,BTCUSDT,-0.79724228,0.00001233,0.96719038,-0.00000000,0.09716917,0.00000008,0.00000012,0.00000000,0.00000645,0.50000000,81083.19500000,0
